price,bedrooms,bathrooms,sqft,location
322500,4,2.5,1940,98038
453000,3,1,1210,98006
655000,4,2.5,2570,98034
603000,3,2.25,1700,98115
235000,4,1,1610,98001
968933,4,3.5,4120,98033
1.02E+06,3,3.5,2880,98074
435000,4,2.25,1990,98033
242000,3,2,1260,98038
487000,6,3.25,4750,98022
810000,4,2.75,3010,98052
625000,3,2.5,2410,98072
165000,3,1.5,1280,98001
335000,3,1,2320,98118
286700,3,1,1220,98065
699000,2,1.5,1400,98115
280000,3,1.75,1590,98058
580000,4,2.5,2220,98029
754800,2,2.5,2770,98053
525000,4,2.5,2303,98019
562000,3,1.75,1600,98155
575000,4,1.75,1280,98117
808900,5,2.5,2900,98027
992000,3,2.25,2950,98040
335000,3,2.5,1700,98038
473000,3,2.75,1050,98125
350000,4,2.75,2990,98023
1.60E+06,5,2.5,3100,98122
305500,3,1,1240,98155
306000,2,1,780,98077
233000,2,2.25,850,98133
490000,3,1.75,1540,98125
445000,4,2.5,2280,98042
355000,3,2.25,2550,98178
360000,2,2,1770,98058
737500,3,1.75,2320,98115
985000,3,3.5,2600,98004
349950,2,3.25,1570,98126
520000,4,2.5,3060,98065
355950,4,2.5,1960,98177
485000,5,2.5,3270,98055
143000,3,1,1090,98092
3.28E+06,2,1.75,6840,98008
355000,3,1,940,98033
1.13E+06,5,3.5,3880,98006
200000,5,1.75,1770,98059
913000,4,2.5,3640,98075
1.60E+06,3,2.5,3160,98004
409900,2,2.5,1590,98033
265000,4,1,1290,98118
740000,5,3,3655,98008
306000,4,2.5,2490,98092
381000,3,2.5,1470,98065
1.22E+06,3,3.25,3960,98199
1.05E+06,3,3.5,3190,98166
408000,2,1,810,98133
739900,5,2.5,2980,98052
674250,4,2.5,2780,98072
438400,2,1,1340,98177
1.70E+06,5,5,4930,98040
703000,3,2,1360,98116
262000,3,1.75,1320,98023
353000,3,2,1210,98045
500000,4,2.5,1940,98052
1.28E+06,4,2.5,3160,98116
332000,4,2.5,1980,98042
824000,4,2.5,2320,98008
290000,4,2,1660,98144
700000,3,2.5,1660,98109
550000,2,1,1080,98107
549000,2,1,1510,98133
1.87E+06,4,2.5,2950,98004
858000,4,2.25,3070,98007
345000,2,1,970,98133
340000,4,1.75,2140,98022
1.22E+06,4,2.25,2570,98040
275000,3,2.25,1260,98133
405000,3,1,1220,98008
432500,3,2,1720,98155
236500,4,1,2140,98118
679000,4,1.5,1420,98103
543000,4,2.5,2060,98133
294000,3,1,1320,98178
340500,3,1.75,1810,98058
1.01E+06,4,2.5,2980,98006
335000,2,2,1350,98052
425000,3,2,1540,98011
353000,3,2.5,2510,98022
540000,3,2.5,1670,98029
640000,5,3.5,3690,98074
339950,3,1,1320,98028
195000,3,1.75,1510,98045
322000,3,1.75,1510,98045
660000,4,1.75,1870,98005
280000,6,3,2400,98002
300000,6,3,2400,98002
207500,3,1,1170,98023
195000,3,1.5,1190,98146
700000,3,2,2080,98117
560000,4,1.75,2150,98106
260000,3,1.75,1580,98126
575000,3,1.75,1580,98126
475000,3,2.5,2370,98072
285000,3,1.75,1840,98118
753888,4,2.5,2660,98029
650000,3,2.5,2190,98029
620000,3,2.25,1660,98117
526000,3,1.75,1780,98075
155000,2,1,700,98056
342000,4,2,1570,98011
390000,3,1.75,1220,98019
685000,3,2.75,3150,98024
608000,4,2.5,2690,98053
179900,2,1,680,98168
1.25E+06,6,3.25,3750,98117
166000,3,1,1010,98168
462000,3,1.5,1710,98118
545000,4,2.5,2090,98029
415000,3,1,1560,98122
269000,3,2.5,1560,98038
356500,4,2.5,2570,98003
225000,3,1,1010,98198
175000,2,1,1020,98002
549000,5,2.5,1710,98005
535000,3,2.75,2300,98166
627000,4,2.25,1990,98027
565000,3,2,2730,98166
392450,4,2,2195,98103
509000,2,2,1560,98053
340000,3,2.5,1400,98117
537000,3,2.5,1400,98117
865000,4,3,3690,98075
358000,2,1,1140,98155
595000,4,2.25,1920,98116
661000,4,2.5,2496,98052
419950,3,2.25,2280,98034
490000,4,3.5,3200,98038
525000,2,1,880,98117
350000,3,2,1320,98117
552500,3,2.5,2450,98072
210000,3,1,1040,98023
390000,3,2.5,2480,98042
336800,5,1.75,1830,98155
465000,3,2.5,1440,98053
299900,4,2.5,1580,98038
715000,3,3.25,3230,98029
235000,4,2.5,1810,98042
276000,3,2.5,2495,98001
265000,4,1.5,1740,98003
425000,3,1.75,1680,98103
313000,4,2.5,2460,98092
715000,3,2.5,3050,98177
265000,3,2.25,1630,98001
646000,3,2.75,2460,98028
175000,3,1,1030,98146
649000,3,2.5,3410,98003
785000,3,2.75,2310,98199
890000,4,2.75,2610,98122
612000,3,3,2330,98034
330000,4,2.5,2980,98023
493000,3,2.25,1790,98052
1.60E+06,4,2.25,2940,98112
1.62E+06,4,3,3900,98006
1.65E+06,4,3,3900,98006
499000,3,2.5,1750,98122
603500,6,2.75,2660,98006
530000,2,1.5,1580,98126
895000,5,2.5,2350,98004
267345,4,2.25,2510,98023
275000,3,2.5,1480,98045
439950,3,1.75,1720,98019
455000,3,2.25,1470,98029
630000,3,1.75,1540,98115
690000,3,2.5,2820,98029
212000,4,1.75,1250,98023
231500,4,2.25,2080,98030
1.24E+06,4,3.25,5180,98053
378500,3,2.5,2860,98092
482000,4,2.5,2710,98038
695000,2,1,1140,98103
965000,4,2.5,4070,98052
675000,3,1.75,1710,98199
387000,3,1.5,1340,98034
347500,4,2.75,2290,98058
385000,3,2,1860,98166
265000,3,1,1080,98126
406000,3,1,960,98115
134000,2,1.5,980,98014
415000,3,1,1500,98103
375000,3,1.75,1440,98034
620000,4,2.5,2580,98074
337500,5,2.5,2070,98038
565000,3,2.5,1880,98005
399500,3,1.75,2420,98045
1.07E+06,2,1.75,1890,98004
352500,3,2,1920,98056
259000,3,2,1870,98030
320000,2,1,900,98106
733000,3,2.5,2160,98052
381500,2,1,900,98115
343000,2,1,1180,98118
205500,2,1,900,98022
525000,3,2,1600,98075
300000,3,1.75,1500,98056
299000,2,1,1070,98077
561000,4,2.5,2570,98029
450000,3,1,1210,98144
540000,4,2.5,1850,98052
379000,3,2.5,1740,98045
230000,3,1,1300,98198
399950,3,2.5,2000,98042
355000,5,2.5,3220,98042
580000,4,2.25,2160,98008
700000,3,2,2130,98144
279900,3,1.75,1580,98198
210000,3,1,1200,98178
1.17E+06,3,3,3790,98122
290300,2,1,860,98055
1.60E+06,5,4.5,5130,98006
490000,3,1,1600,98125
606000,4,2.5,2110,98027
359950,3,1,1400,98133
677100,3,2,2110,98074
465000,3,2,1430,98074
4.50E+06,5,5.5,6640,98155
500000,3,2,3040,98038
455000,2,1,980,98155
705000,6,2,2570,98115
420000,3,2.5,2060,98177
169575,3,1,1300,98003
250000,3,1,1300,98003
530000,3,2.25,1680,98034
590000,5,3.25,4020,98027
257500,3,1.75,1530,98042
415000,3,1,1170,98125
536000,3,1.75,1580,98107
246500,3,1.5,1270,98031
395000,3,1.75,1480,98034
739000,3,2.25,2220,98052
1.27E+06,4,2.75,3200,98005
190000,3,1,910,98003
305000,3,1.5,1480,98168
925000,4,4.25,3770,98028
895000,4,3,3500,98040
656000,3,1.75,1480,98115
560000,4,1,1660,98117
610000,5,2.25,2520,98074
645000,4,2.5,2850,98075
259000,3,2.5,2153,98001
980000,4,2.5,3780,98033
872000,4,4,3770,98177
1.00E+06,6,2.75,3600,98040
900000,3,2.75,2980,98033
475000,4,1.5,2320,98103
350000,5,2.75,2980,98042
840000,4,1.75,2930,98117
500000,4,2.5,2040,98006
202500,3,1.5,1510,98148
523000,4,2.5,2660,98027
225000,3,2.5,1740,98001
418200,3,2.25,2240,98198
356500,4,1.75,1570,98028
670000,4,3,2500,98103
456150,3,2.25,1750,98155
471000,4,2.5,3030,98045
558000,3,2.5,1680,98116
1.38E+06,6,4.5,5740,98006
161500,3,1,1220,98002
311000,3,1,1310,98034
470000,6,1.75,2490,98034
569000,3,3.25,2220,98108
689000,4,2.5,2240,98029
271900,3,1.75,1890,98045
278000,4,2.5,1850,98030
820000,2,2.5,2210,98112
399500,3,1.75,1410,98056
462000,3,2.75,1890,98008
347500,3,1,1830,98042
562100,2,0.75,1440,98107
230000,2,1,950,98058
687000,4,2.5,2370,98033
725786,4,2.5,3070,98075
315500,3,1,1300,98072
312000,4,2,1300,98146
343000,3,3.25,1210,98133
385195,1,1,710,98144
415000,4,2.25,2240,98059
461000,3,1.75,3600,98033
369990,4,2.5,1960,98056
349950,4,2.5,1820,98019
285750,3,2.25,1960,98055
542500,4,2.25,1750,98005
830000,5,3.5,3700,98053
705000,4,2.5,2910,98034
615000,2,1,1270,98117
184500,2,1,720,98178
412000,2,1,1040,98122
250000,3,1.5,2210,98168
580000,5,2,2060,98105
220000,2,1,780,98055
675000,4,2.75,2240,98033
373500,2,1,800,98107
662700,2,1.5,2440,98118
239950,5,1,1460,98168
383000,3,1,1150,98052
485000,3,2.75,2650,98028
610000,4,2.75,2600,98075
545000,6,1.75,1820,98116
780000,2,2.5,2560,98112
305000,3,2.5,1714,98055
405000,3,1,1330,98074
1.11E+06,5,3.5,7350,98065
273000,3,1.75,2050,98058
326500,3,1,1810,98072
365000,3,1.75,1380,98056
1.00E+06,3,2.75,3070,98004
422500,2,1,800,98117
354450,4,2.75,2140,98001
320000,3,1,1330,98077
223000,3,1,1030,98032
410000,3,2.5,1740,98053
438000,3,1,1200,98144
390000,3,3,1490,98199
298500,4,2.5,1890,98092
749999,5,2.25,3060,98006
779000,6,2.5,3250,98115
570000,3,2.75,2730,98034
385000,3,1,810,98144
649000,4,2,2240,98033
283000,3,1,1740,98168
699900,4,2.25,2380,98008
278500,4,1,1540,98058
700000,4,1.75,2340,98052
535000,4,2.75,2710,98045
234500,3,1.75,1310,98168
374150,3,1.75,1390,98133
397000,4,2.5,2201,98198
613000,3,2.25,1960,98008
1.15E+06,3,2.5,2850,98004
595000,4,1.75,1880,98115
340000,5,2.75,2440,98030
388000,4,2.5,2560,98038
404000,3,1.75,1410,98166
810000,3,2,2870,98115
405000,4,2.5,2620,98058
726000,5,3,2970,98075
266000,3,2.5,1780,98030
722500,5,2.25,3700,98177
352000,4,2.5,1252,98001
265000,4,1.5,1240,98198
856000,3,2.5,2160,98116
346950,3,2.5,2040,98038
866059,5,3.5,3130,98006
410000,3,2.5,2350,98065
370000,3,1.75,1570,98045
230000,3,1,1530,98022
400000,2,2,1520,98117
172000,3,1,1350,98023
615000,3,1.75,1950,98007
860000,4,3.5,3950,98075
555000,3,1.75,2040,98116
579000,3,2.5,1990,98103
385000,3,1.75,1300,98034
420000,4,2.25,2030,98011
645000,3,1.75,2340,98103
549950,3,2.5,2160,98133
678000,3,2.75,2770,98033
199000,4,2,2030,98178
604000,3,1,1440,98040
268000,5,1.75,1730,98059
960000,5,3.5,4510,98074
509250,3,2.5,2100,98052
416000,3,2.5,1800,98034
190000,3,1,1090,98003
212000,3,1.5,1010,98003
325900,3,2.5,2040,98023
560000,3,3.5,2270,98136
275000,3,2.5,1730,98030
665000,4,2.5,2480,98059
1.51E+06,4,3.5,3480,98144
375000,4,2,1720,98106
359950,3,1.75,1570,98126
340000,4,2.75,3527,98198
401000,2,1,840,98177
669000,2,1.75,1950,98166
638500,4,2.5,1980,98052
545000,2,1.5,1620,98144
524000,4,1,1980,98034
1.61E+06,5,3.75,3530,98040
280000,2,1,1260,98126
828000,4,2.5,2120,98006
223000,3,1.75,1360,98023
1.29E+06,4,3.5,3100,98033
750000,2,2,2370,98019
430000,2,1,1460,98125
711000,4,1.75,1980,98040
310000,4,2.5,1930,98042
415000,5,1.75,3700,98178
274900,4,2.5,1970,98030
525000,3,3,2470,98027
179500,3,1,1180,98092
478000,3,1,1280,98115
195000,3,1.75,1380,98042
385000,4,3,2740,98058
401000,3,2.75,2020,98011
522000,4,2.5,2835,98038
330000,4,1.75,1520,98065
503000,3,2.5,2190,98155
175000,5,1.75,1680,98003
963990,4,3.5,3915,98053
845000,5,2,1720,98004
157500,2,1,670,98108
450000,2,3,1790,98144
925000,4,1.75,2440,98115
600000,2,1,920,98115
709000,4,1,1680,98103
1.39E+06,5,3.75,3290,98199
248000,3,2.5,2120,98092
245000,3,1,910,98103
332000,2,1,1000,98108
459950,3,2.5,2340,98065
425000,3,2,1180,98122
460000,3,2.25,2080,98077
838300,6,2.5,3760,98117
256000,3,2.5,1480,98010
864000,3,2.75,3060,98006
900000,4,3.5,3070,98116
145600,3,1,1170,98058
865000,5,3,2900,98115
250250,3,2.25,2210,98023
162000,4,2,1440,98056
450000,4,1.75,1980,98034
675500,4,2.75,2060,98005
697000,3,2.25,2420,98115
1.32E+06,3,3.25,3440,98105
490000,3,1.75,1600,98052
590000,3,2.25,2210,98115
280000,4,1.75,2250,98023
515000,2,1,1680,98136
576000,3,1,1140,98115
375000,3,1.75,1430,98011
478000,3,1,1440,98052
282000,3,1,1670,98042
1.40E+06,4,4.5,3080,98040
593500,5,3.25,4300,98027
724950,4,3.5,3010,98045
306000,3,1.75,1560,98056
341000,4,1.75,1920,98058
399950,3,2.5,1400,98106
534000,5,2,2280,98122
635000,6,2.5,3880,98053
350000,2,1,1350,98103
856000,3,1.5,1480,98112
582000,4,3,1670,98122
799000,4,2.5,3400,98052
423700,3,2.5,2070,98065
1.84E+06,4,3.5,4870,98006
322000,3,2,1760,98010
929000,4,3.25,4030,98053
443000,2,1,1130,98115
441500,3,1.75,1510,98034
875000,4,3.5,3110,98075
3.60E+06,3,3.25,5020,98144
450000,2,1,740,98115
425000,3,2.25,1630,98034
660000,4,1.75,2780,98074
763101,3,1.75,1990,98105
499000,4,2.75,2250,98019
521000,3,1.75,1720,98053
302000,2,1,900,98022
293000,4,2.25,2360,98038
335000,3,2.25,1530,98019
499000,2,1,1450,98103
600000,3,1.75,2040,98115
720000,4,1.75,2620,98005
195000,2,2,1180,98038
249000,3,1,1110,98166
334000,3,2.25,1840,98019
599950,4,1.75,2720,98115
149900,2,1.75,1090,98198
700000,4,1.75,1730,98115
525000,4,1.5,1170,98040
1.05E+06,4,3.75,4740,98027
402000,3,2.5,1960,98034
450000,3,2,1430,98103
520000,3,2.25,2510,98027
205000,3,1.75,1420,98023
635000,3,2.25,2680,98038
210500,3,1,1220,98001
406650,2,1,1070,98126
350000,3,1.75,1580,98010
425000,4,1.75,1820,98115
798000,3,3.5,3590,98074
180000,3,1,1960,98056
1.25E+06,5,3.25,3160,98040
435000,4,2,2030,98133
355000,3,1.5,1240,98034
3.00E+06,5,3.25,5370,98004
685000,5,2.5,2670,98155
311000,3,1,1640,98059
305000,4,2.25,2130,98031
675000,3,2.5,2550,98144
769000,4,2.75,3630,98040
430000,3,1.5,1690,98006
516250,6,2,2390,98011
760000,3,3.5,2350,98125
579950,3,3.5,1420,98115
476000,3,2.25,1570,98133
510000,3,1.75,1600,98034
205000,2,1,720,98106
240000,3,1,1470,98032
738000,5,3.5,2790,98166
420000,3,1.75,1720,98125
455000,3,1.75,1300,98052
765000,4,1,2520,98144
372000,4,1.5,1780,98059
160000,3,1,1200,98118
772000,4,2.5,2990,98074
1.13E+06,5,1.75,1910,98112
479000,3,1,1370,98103
570000,3,2.5,1910,98075
350000,4,1,1170,98125
353000,3,2.5,1250,98115
699000,5,2.5,3340,98038
265000,3,2,1380,98148
167000,1,1,780,98014
500000,4,2.25,2080,98008
700000,3,1,1410,98144
295000,1,1,520,98116
1.01E+06,4,3.5,3500,98115
209000,2,1,840,98042
276000,3,1.75,2240,98001
380000,4,2.5,2100,98059
315000,3,1.5,1750,98024
685530,4,2.5,3130,98014
254600,3,2,1470,98002
230000,3,2,1440,98056
335000,3,3,1430,98103
550000,4,2.5,2170,98052
123300,3,1,1150,98032
275436,4,2.75,2170,98030
325000,4,3.5,2630,98188
635000,4,2.5,2490,98053
513000,3,1.75,1710,98107
580000,4,2.5,2130,98075
225000,3,1,940,98148
265000,3,1,1400,98168
313000,4,1.75,1630,98144
296000,2,1,1370,98133
655500,4,2.75,2380,98007
250750,5,1.75,2140,98002
438000,4,2.5,1970,98059
590000,3,2.75,2550,98072
329500,3,1,1080,98133
1.20E+06,3,2.25,3070,98006
415000,2,1,1470,98199
900000,4,2.5,3620,98052
378000,3,1.5,1050,98024
474000,2,1,1050,98022
464000,3,1,1320,98122
310000,3,1,1210,98155
580000,3,1.5,1860,98177
999000,3,2.75,2830,98070
510000,2,1,810,98199
650000,3,1.5,1630,98115
196000,3,1,880,98023
220000,4,1.75,1660,98168
855000,3,2.25,3440,98006
483000,3,1.75,2110,98028
400000,3,1,1060,98133
435000,3,2.5,1900,98011
219500,1,1,820,98126
2.95E+06,4,3.5,4860,98039
427000,3,2.5,2050,98133
430000,2,1.5,1090,98103
685000,2,1.5,1090,98103
495000,2,1.5,1920,98199
299950,3,2.5,1870,98001
390000,4,1.75,2690,98146
385000,3,1.75,2160,98144
740000,4,2.5,3000,98027
991700,4,3,2290,98116
765000,3,2.75,2250,98122
802000,4,2.25,2130,98006
950000,4,2.75,2500,98004
392000,4,2.5,2300,98042
590000,3,2.5,3360,98014
425000,4,2.5,1920,98126
765000,5,1.75,2440,98146
313500,3,2.25,1440,98034
320000,3,1,1780,98125
604000,4,1.75,1490,98199
570000,3,2,1400,98112
639000,4,2.5,2150,98052
335000,4,2,1910,98059
896000,4,1.75,2660,98115
259500,3,1.75,1650,98188
637000,3,2,1980,98115
307450,4,2.75,2690,98023
535000,3,1.75,1380,98117
669500,4,2.25,2500,98117
259000,3,1.75,1590,98166
441000,4,1.5,1100,98122
228800,4,2.5,1470,98118
530000,2,2,1680,98053
524000,2,2,1450,98112
430000,4,2.25,2020,98126
1.33E+06,4,3.25,2470,98112
210000,3,1,1230,98042
449000,4,2.5,1850,98126
945000,2,2.5,2540,98116
200450,3,1,970,98188
219950,3,1.5,1070,98002
659500,4,3,2620,98006
746000,4,2.75,2110,98008
540000,3,1.75,2110,98052
485000,5,2,1910,98133
202000,2,1,670,98126
2.53E+06,4,5.5,6930,98006
502000,3,2.75,2010,98028
279000,2,2.75,1770,98001
409500,3,1,1340,98103
453000,3,2,1660,98034
367000,4,1,1820,98106
550000,3,2.5,2510,98056
273500,3,1.5,1560,98031
505000,4,3,2280,98125
770000,3,2.5,2650,98053
565000,4,2.25,2470,98155
316000,3,0.75,1270,98077
160000,4,1,1520,98198
170000,3,1,1310,98198
235000,3,1,1310,98198
1.80E+06,4,3.5,3930,98005
310000,3,1,990,98034
285000,4,1.75,2080,98178
280000,2,1,960,98117
2.30E+06,4,4.25,4070,98040
763776,4,2.5,2750,98075
530000,5,2.75,3230,98166
362000,1,1,890,98019
430000,2,1,990,98117
456500,3,1,1290,98117
445000,4,2.5,2170,98115
386900,3,1,1330,98034
479000,3,1,1340,98006
525000,3,2.5,2200,98065
272000,4,1.75,2520,98023
517000,4,1,1180,98125
615000,3,1.75,2660,98117
439000,3,1.75,1250,98008
716000,3,2.5,2270,98029
308000,2,1,1080,98118
800000,3,2.25,1620,98119
575000,3,2,940,98117
219950,3,1.5,1620,98042
770000,4,2.5,2350,98006
424950,3,1.75,2090,98034
387000,3,2.25,1760,98065
790000,4,1.75,2050,98155
156000,2,1,600,98146
580000,2,1,2540,98118
490000,4,2.25,2090,98033
950000,5,3.25,2700,98144
400000,2,2.5,1410,98126
325000,2,2.5,1170,98133
365000,4,2.5,2540,98092
255000,3,1.75,2190,98002
985000,5,3.5,3890,98125
595000,4,2.5,2030,98115
427500,3,1,1350,98125
728000,3,1.5,1940,98112
549950,2,1,1260,98117
650000,3,2,2800,98125
1.13E+06,5,3.25,3080,98033
203000,3,1,840,98042
311000,2,1,860,98118
387500,6,2,2400,98028
370000,4,2,1640,98155
228000,2,1,1060,98125
740000,2,1.75,2080,98117
200000,4,2,2090,98178
660000,3,1,1240,98103
275000,4,2,2030,98168
708000,2,1,1120,98199
280000,3,2.5,1270,98045
325000,4,2.5,2260,98042
495000,3,2.5,1780,98045
691000,2,2,1780,98119
2.29E+06,4,2.5,4080,98004
329500,3,2.5,2120,98001
348000,3,2.5,2060,98023
425000,2,1,1670,98125
210000,3,1,1080,98106
285000,2,1,1210,98126
222000,3,1,990,98023
200000,4,2.5,1720,98092
247500,3,2,1530,98023
1.50E+06,4,5.5,6550,98058
190000,3,1.75,1100,98146
975000,4,2.5,3020,98112
1.13E+06,4,3,3180,98105
283200,4,1.75,1830,98003
650000,3,2.5,2540,98177
449500,3,2,1770,98133
400000,3,1.75,1470,98034
89950,1,1,570,98146
158800,3,1,960,98146
870000,4,3,2940,98136
196000,3,1.5,1000,98001
850000,3,1.75,2450,98199
775000,4,2.5,3310,98052
483500,3,2.5,1670,98027
387000,3,1.5,1620,98019
900000,3,3,2990,98155
336000,3,1.5,1240,98106
415000,2,1,670,98118
380000,0,0,1470,98133
350000,3,1.5,1320,98112
1.32E+06,4,5.25,6110,98059
765000,3,1.75,2440,98199
527000,4,2.5,2900,98059
524000,4,2.75,2310,98118
448000,2,1,1110,98115
775000,4,3.25,4100,98072
176500,3,1,930,98032
750000,4,2.25,2420,98146
1.27E+06,4,2.25,2870,98112
250000,3,1,1480,98146
759000,3,2.75,1960,98122
640000,3,2,1470,98199
990000,3,3.25,2460,98115
395000,4,1.75,1960,98125
275000,2,1.5,1160,98133
390000,3,2.5,1910,98059
752500,5,2.75,2720,98107
450000,2,1,1020,98107
473000,2,1,900,98117
178500,3,1.75,1120,98045
485000,3,2.5,2340,98038
215000,3,1.5,1410,98023
589000,4,1.75,1920,98116
325000,4,1.75,1370,98028
580000,3,2.5,1590,98116
181100,4,1.75,1850,98198
345000,3,2,1430,98199
781000,3,1.75,1940,98125
402500,4,1,1270,98122
426000,3,1.5,1380,98106
389000,3,2.5,1720,98065
670000,6,3,4050,98027
1.51E+06,4,3.25,3660,98112
288400,3,2.25,1870,98056
700000,4,2,2230,98103
830000,4,3,2020,98199
1.90E+06,2,2.75,3690,98166
350500,2,1,1450,98115
431000,3,1.75,1630,98166
485000,3,2.5,1840,98177
780000,3,1.5,1620,98117
720000,2,1.5,1840,98136
415000,3,1,1360,98072
480000,4,1,2080,98117
452250,4,2.25,2550,98028
316000,3,2.5,2550,98023
700000,2,1,1160,98178
285000,4,2,1760,98118
575000,3,1.75,1720,98115
590000,3,2.25,2300,98166
587500,4,1.75,2500,98166
364000,4,2.25,1750,98155
490000,3,2.5,1890,98074
410000,3,2.25,1800,98027
520000,3,2.5,2160,98029
389000,3,1,1380,98133
450000,2,1,1180,98119
325000,3,2.5,2550,98031
660000,2,1,1070,98103
850000,3,2.25,2870,98136
285000,3,2.5,1940,98042
395000,2,1,870,98107
440000,3,2,1550,98103
249000,3,1.75,1400,98056
635000,3,1.75,1210,98105
515000,3,2.5,3430,98001
1.40E+06,3,3.25,3020,98112
200000,2,1,950,98166
1.14E+06,4,2.75,3370,98136
445000,4,1,1460,98126
555000,3,1.5,1740,98117
537000,4,2,1720,98116
315000,3,1.75,1480,98055
805000,5,2.5,3320,98075
414000,4,2.5,3490,98023
375000,2,1.5,1160,98144
401000,4,1.75,3010,98125
210000,3,1,1030,98198
365000,2,1,980,98115
178000,5,1.5,1990,98178
710000,2,1,1790,98112
255000,2,1,810,98146
528000,5,2.25,2940,98077
537000,4,4.25,4883,98092
442000,4,1.5,1360,98116
375000,3,1.75,1370,98014
637250,4,2.5,2120,98052
427500,3,1.75,1240,98136
700000,4,2.5,2770,98053
680000,3,1.75,1660,98116
393820,2,2,1170,98115
525000,4,2.75,2470,98108
505000,2,1.75,1310,98117
555565,3,2,1670,98033
650000,3,1.75,1660,98177
632500,5,3.25,3500,98065
269000,3,2.5,1440,98038
405000,4,2.75,2360,98034
845000,3,3.5,3460,98077
234000,3,1,1750,98032
638000,4,1.75,1470,98107
290000,3,1.75,1710,98045
262000,1,0.75,520,98022
270000,4,2.5,2350,98042
875000,4,2.25,2380,98117
299000,3,2.25,1920,98032
551000,3,1,1580,98027
350000,3,2.75,3070,98166
1.90E+06,3,2.5,2660,98004
511718,2,1.75,1700,98117
965000,4,3.25,5010,98027
475000,4,2.25,2680,98011
1.06E+06,4,2.75,2720,98117
252000,2,1,940,98070
580000,6,2.5,3596,98166
374950,2,2.25,1240,98144
739000,5,4,4660,98056
271000,4,1.75,1710,98031
230000,2,1,930,98168
210000,3,2.25,1430,98023
350000,3,2.75,1650,98166
491500,3,2.25,1560,98034
325000,3,2.5,1870,98045
190000,3,2,1320,98038
658600,4,2,1400,98117
299950,3,1.5,1940,98168
464000,5,2,2000,98122
308000,3,1,1640,98168
625000,3,1,1020,98033
240000,3,1.75,1630,98032
530000,4,2.5,2940,98042
1.00E+06,5,4.5,2120,98006
439000,1,1,790,98122
575000,4,1.75,2020,98133
418000,3,1.75,1530,98155
1.21E+06,4,3.75,3250,98004
1.10E+06,4,3.75,2930,98119
1.90E+06,3,3.75,3150,98112
580000,3,2.5,2180,98072
380000,2,1,1040,98126
256000,3,1,880,98055
349950,3,1,1400,98125
691500,4,2.5,2600,98115
556000,3,1.75,1590,98105
218000,3,2.25,1610,98023
425000,4,2,1390,98108
935000,3,3.25,3710,98014
732000,4,1.75,2360,98006
805500,3,1,1440,98004
507250,3,1.75,1400,98126
800000,4,2.5,4600,98053
600000,3,2.25,2100,98008
627800,4,1.75,2010,98074
660000,2,2.25,2550,98115
153503,2,2.5,1240,98003
456500,3,2.25,2090,98034
1.31E+06,5,2.5,2770,98004
843500,3,2.5,3560,98052
625000,3,1,1240,98103
527000,2,1.75,1640,98105
1.97E+06,5,3.75,3940,98004
1.00E+06,5,2.5,3150,98005
855000,4,3,2550,98117
725000,4,3.25,3940,98059
315000,1,1,580,98126
180000,3,1.75,1330,98001
700000,2,1,930,98136
476500,3,1,1060,98033
193000,3,1.5,1180,98148
295000,4,2.5,1850,98030
363000,2,1,820,98136
875000,4,2.5,3600,98077
257200,3,2,1850,98002
555000,3,2,2240,98008
380000,3,2.25,1860,98022
282000,4,2.75,2390,98023
545000,4,2.5,2040,98115
550000,3,1.5,1900,98115
921500,3,1.5,1900,98115
885000,3,1.5,2200,98112
820000,4,2.25,2280,98119
289000,3,1,1090,98056
334000,1,1,670,98116
206000,3,1,1050,98010
491950,3,2.25,2090,98115
430000,3,2.5,2030,98024
208000,3,2,1250,98042
245000,4,2.25,2600,98023
426000,2,1,640,98117
400000,3,2.5,2120,98059
553000,3,1,1330,98115
296000,2,1,750,98117
428000,3,2.5,2230,98042
325000,4,2.5,1890,98106
294000,2,1,820,98133
410000,3,1.75,1880,98059
590000,4,4.25,2360,98003
445000,3,2.25,1850,98029
921000,4,2.5,2310,98122
496000,3,1.5,2520,98045
95000,2,1,800,98198
359000,4,1.75,1580,98126
452500,3,2.5,2430,98045
555000,4,1.75,2350,98116
549900,5,3,3800,98042
569000,5,3,3670,98155
318500,4,2,1780,98058
487028,2,1.5,1295,98112
240000,3,1,1350,98032
253000,3,2.25,1440,98030
380000,5,1.75,1320,98198
250000,2,0.75,700,98092
368500,2,1.75,2510,98092
340000,3,1,3180,98022
400000,2,1,910,98136
835000,3,2,1570,98117
299000,3,2.5,2450,98023
1.68E+06,6,2.25,4910,98102
265000,3,2,1570,98092
437500,4,2.5,2680,98059
865000,3,1.75,2090,98199
626000,3,2,2150,98029
247300,2,2,1140,98144
2.08E+06,4,3.5,4230,98004
425000,3,1,1790,98108
905000,5,3.5,3100,98008
641250,3,2.5,2220,98117
675000,4,2.5,2370,98027
845000,4,2.75,4070,98045
401500,4,1,1790,98133
395000,3,2.5,1610,98052
1.10E+06,5,2.75,2830,98040
145000,3,1,1010,98168
900000,3,1,1560,98117
374500,3,1.5,1330,98034
850000,4,2.25,2330,98005
490000,3,1,960,98116
304000,3,2.5,1710,98003
400000,4,2.25,2230,98133
454000,3,2,1700,98011
160000,2,2,1040,98118
542000,3,1.75,1070,98052
403500,5,2.5,3600,98166
